Title,Organisations,Link,Uploaded On,Opportunity Type,Status,Applied,Application Deadline,Impressions,Eligibility,Category,Region
AutoDrive,"Indian Institute of Technology (IIT), Madras",https://unstop.com/p/autodrive-cea-fest-2025-civil-engineering-association-1460791,2025-04-08T00:00:00+05:30,hackathons,expired,196,N/A,33973,"All, Coding Challenge, Workshops","All, Coding Challenge, Workshops",offline
National Level Online Coding Challenge,"RV University, Bangalore",https://unstop.com/hackathons/national-level-online-coding-challenge-other-organization-not-listed-hear-1460531,2025-04-08T00:00:00+05:30,hackathons,expired,505,N/A,21457,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge",online
India's Best Coder,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/indias-best-coder-iit-bombay-1460622,2025-04-08T14:45:00+05:30,hackathons,expired,781,N/A,27855,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackHerVerse ~ 1,"Rajalakshmi Engineering College (REC), Chennai",https://unstop.com/p/hackherverse-she-codes-she-leads-she-inspires-rajalakshmi-engineering-college-1458148,2025-04-08T18:00:00+05:30,hackathons,expired,1047,N/A,47100,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",online
HackIndia 2025 : LIET UP West Regionals,Lloyd Institute of Engineering and Technology Greater Noida,https://unstop.com/hackathons/hackindia-2025-lloyd-institute-of-engineering-and-technology-greater-noida-1458902,2025-04-05T00:00:00+05:30,hackathons,expired,3321,N/A,96192,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline
BrahmaX 1.0 – National Level Hackathon by codecraX,"Baderia Global Institute of Engineering and Management, Jabalpur , Madhya Pradesh",https://unstop.com/hackathons/national-level-hackathon-baderia-global-institute-of-engineering-and-management-jabalpur-madhya-pradesh-1459207,2025-04-05T00:00:00+05:30,hackathons,expired,366,N/A,76986,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
XLR8 - Hackathon,"Sri Venkateswara College (SVC), Delhi University, Delhi",https://unstop.com/hackathons/xlr8-hackathon-amplifier-25-sri-venkateswara-college-svc-du-delhi-1459388,2025-04-06T00:00:00+05:30,hackathons,expired,261,N/A,35847,"Hackathon, All","Hackathon, All",offline
Capture The Flag,"Indian Institute of Technology (IIT), Jammu",https://unstop.com/hackathons/capture-the-flag-anhad25-iit-jammu-1459693,2025-04-06T00:00:00+05:30,hackathons,expired,514,N/A,35914,"College Festival, Coding Challenge, All","College Festival, Coding Challenge, All",online
Hack the Cosmos'25,"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/hack-the-cosmos25-srm-institute-of-science-and-technology-kattankulathur-chennai-1459640,2025-04-06T08:00:00+05:30,hackathons,expired,2581,N/A,66533,"Coding Challenge, Hackathon, Presentation, All","Coding Challenge, Hackathon, Presentation, All",online
Byte the Site : Landing Page Showdown,"Shivaji College (SC), University of Delhi",https://unstop.com/hackathons/byte-the-site-landing-page-showdown-shivaji-college-du-1459489,2025-04-06T00:00:00+05:30,hackathons,expired,49,N/A,8984,"College Festival, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Project Dev-2025,"Government College of Engineering and Technology, Jammu",https://unstop.com/hackathons/project-dev-2025-government-college-of-engineering-and-technology-jammu-1459382,2025-04-06T00:00:00+05:30,hackathons,expired,196,N/A,40334,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Hack the Model,CertifyO,https://unstop.com/hackathons/hack-the-model-certifyo-1459384,2025-04-06T00:00:00+05:30,hackathons,expired,173,N/A,22210,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Data Science, Entrepreneurship, Startup fair","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Data Science, Entrepreneurship, Startup fair",online
Glb-Hackathon 4.0,Gl bajaj institute of management,https://unstop.com/hackathons/glb-hackathon-40-gl-bajaj-institute-of-management-1452489,2025-03-30T00:00:00+05:30,hackathons,expired,1426,N/A,75327,"All, Coding Challenge, Entrepreneurship, Robotics, Hackathon","All, Coding Challenge, Entrepreneurship, Robotics, Hackathon",offline
Analytica 2k25,"JIMS Engineering Management Technical Campus (JEMTEC), Greater Noida",https://unstop.com/hackathons/analytica-2k25-jims-engineering-management-technical-campus-jemtec-greater-noida-1459113,2025-04-05T00:00:00+05:30,hackathons,expired,3,N/A,25354,"Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate","Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Code π-racy,"Delhi Technological University (DTU), New Delhi",https://unstop.com/hackathons/code-p-racy-dtu-new-delhi-1459194,2025-04-05T00:00:00+05:30,hackathons,expired,807,N/A,23480,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline
HACKP46LU CTF(Capture the Flag),"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/hackp46lu-ctfcapture-the-flag-srm-institute-of-science-and-technology-kattankulathur-chennai-1459010,2025-04-05T00:00:00+05:30,hackathons,expired,99,N/A,27757,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
GDG Devcation,"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/hack-n-solve-hackathon-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1457628,2025-04-03T00:00:00+05:30,hackathons,expired,1373,N/A,63977,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
Sheradil Code4Change,"Vellore Institute of Technology (VIT-AP), Andhra Pradesh",https://unstop.com/hackathons/sheradil-code4change-vellore-institute-of-technology-vit-ap-andhra-pradesh-1458831,2025-04-05T09:00:00+05:30,hackathons,expired,205,N/A,31727,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",offline
Neon Mirage: Cyberpunk AR Filter (AR/VR),"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/neon-mirage-cyberpunk-ar-filter-arvr-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1458783,2025-04-04T00:00:00+05:30,hackathons,expired,70,N/A,38035,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackDucs,"Department of Computer Science, University of Delhi",https://unstop.com/hackathons/hackducs-department-of-computer-science-university-of-delhi-1458579,2025-04-04T00:00:00+05:30,hackathons,expired,417,N/A,40226,"Hackathon, Coding Challenge, Data Science, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Data Science, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Gemini ReVamp: Code & Create (Web Development),"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/gemini-revamp-code-create-web-development-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1457824,2025-04-04T00:00:00+05:30,hackathons,expired,371,N/A,43072,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
HackQuest'25,"United Institute Of Technology, Allahabad",https://unstop.com/hackathons/offline-innovation-hackquest-united-institute-of-technology-allahabad-1457672,2025-04-03T00:00:00+05:30,hackathons,expired,135,N/A,38339,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Startup fair, Robotics, Coding Challenge, Workshops","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Startup fair, Robotics, Coding Challenge, Workshops",offline
Hackerzstreet,"Manipal University (MU), Jaipur",https://unstop.com/hackathons/hackerzstreet-30-manipal-university-mu-jaipur-1458331,2025-04-04T14:51:00+05:30,hackathons,expired,502,N/A,41683,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Presentation, Strategy","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Presentation, Strategy",online
Nexify'25,"School of Engineering and Technology, Sushant University, Gurgaon",https://unstop.com/hackathons/nexify25-school-of-engineering-and-technology-sushant-university-gurgaon-1457285,2025-04-03T00:00:00+05:30,hackathons,expired,489,N/A,38225,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge",offline
Flipr Hackathon 26 - ML/AI (In-Office),Flipr Innovation Labs,https://unstop.com/hackathons/flipr-hackathon-26-mlai-flipr-innovation-labs-1457558,2025-04-03T00:00:00+05:30,hackathons,expired,40,N/A,33860,"Coding Challenge, College Festival, All","Coding Challenge, College Festival, All",offline
Flipr Hackathon 26 - Fullstack Web Development (In-Office),Flipr Innovation Labs,https://unstop.com/hackathons/flipr-hackathon-26-fullstack-web-development-flipr-innovation-labs-1457569,2025-04-03T00:00:00+05:30,hackathons,expired,35,N/A,32767,"Coding Challenge, All","Coding Challenge, All",offline
Be SDE Ready 1.0,"Maharaja Agrasen Institute of Technology (MAIT), New Delhi",https://unstop.com/hackathons/be-sde-ready-10-maharaja-agrasen-institute-of-technology-new-delhi-1447927,2025-03-30T08:00:00+05:30,hackathons,expired,154,N/A,30035,"Hackathon, Coding Challenge, Engineering Students, Postgraduate, Undergraduate","Hackathon, Coding Challenge, Engineering Students, Postgraduate, Undergraduate",offline
Sahayatri,NIT Rourkela,https://unstop.com/hackathons/sahayatri-nit-rourkela-1457525,2025-04-03T00:00:00+05:30,hackathons,expired,210,N/A,39907,"Hackathon, Case Study, All","Hackathon, Case Study, All",online
NexusForge Game Jam,"Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",https://unstop.com/hackathons/nexusforge-game-jam-abhikalpan25-indian-institute-of-information-technology-design-and-manufacturing-iiitdm-j-1450757,2025-03-29T00:00:00+05:30,hackathons,expired,187,N/A,49308,"Coding Challenge, Designing, All","Coding Challenge, Designing, All",online
Capture The Flag,"Aligarh Muslim University (AMU), Aligarh",https://unstop.com/hackathons/capture-the-flag-amuhacks-40-aligarh-muslim-university-amu-aligarh-1455412,2025-04-01T00:00:00+05:30,hackathons,expired,119,N/A,40970,"Hackathon, Treasure Hunt, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Treasure Hunt, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Troubleshoot,"Jawaharlal Nehru Technological University (JNTUH), Hyderabad",https://unstop.com/hackathons/troubleshoot-quest-2k25-jawaharlal-nehru-technological-university-jntuh-hyderabad-1449094,2025-03-28T00:00:00+05:30,hackathons,expired,1027,N/A,45760,"All, College Festival","All, College Festival",online
Chatbot Evolution: Show Off Your Hotbot!,"Vellore Institute of Technology (VIT-AP), Andhra Pradesh",https://unstop.com/hackathons/chatbot-evolution-show-off-your-hotbot-vellore-institute-of-technology-vit-ap-andhra-pradesh-1456118,2025-04-02T00:00:00+05:30,hackathons,expired,378,N/A,26539,"Camps, Coding Challenge, Entrepreneurship, Hackathon, Workshops, Engineering Students, MBA Students, Undergraduate, Postgraduate","Camps, Coding Challenge, Entrepreneurship, Hackathon, Workshops, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Skitech Innothon 2.0 2K25,"Shivajirao Kadam Institute of Technology & Management - Technical Campus, Indore (SKITM)",https://unstop.com/hackathons/skitech-innothon-20-2k25-shivajirao-kadam-institute-of-technology-management-technical-campus-indore-skitm-1452264,2025-03-30T04:00:00+05:30,hackathons,expired,194,N/A,77334,"College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Altair Data Science Contest,"Nitte Meenakshi Institute of Technology (NMIT), Yelahanka",https://unstop.com/hackathons/altair-data-science-contest-nitte-meenakshi-institute-of-technology-nmit-yelahanka-1444195,2025-04-01T00:00:00+05:30,hackathons,expired,868,N/A,98494,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Data Science, Data Analytics","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Data Science, Data Analytics",online
E-Hack Hackathon (E-Summit'25 ),"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/e-hack-hackathon-srm-institute-of-science-and-technology-1455398,2025-03-31T20:30:00+05:30,hackathons,expired,198,N/A,38639,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Logic League,"BML Munjal University (BMU), Gurgaon",https://unstop.com/hackathons/logic-league-technova-bmus-inaugural-tech-expo-bml-munjal-university-bmu-gurgaon-1452433,2025-03-30T00:00:00+05:30,hackathons,expired,15,N/A,39823,"Coding Challenge, On Campus Quiz, All","Coding Challenge, On Campus Quiz, All",offline
NSTackathon,Newton School Of Technology,https://unstop.com/hackathons/nstackathon-neutron25-newton-school-of-technology-1444509,2025-03-25T00:00:00+05:30,hackathons,expired,107,N/A,33587,"Engineering Students, MBA Students, Undergraduate, Postgraduate, College Festival, Hackathon, Fresher, School Students","Engineering Students, MBA Students, Undergraduate, Postgraduate, College Festival, Hackathon, Fresher, School Students",offline
Deep Data Hack,K. R. Mangalam University,https://unstop.com/hackathons/deep-data-hack-k-r-mangalam-university-1446347,2025-03-26T00:00:00+05:30,hackathons,expired,413,N/A,41375,"Data Science, Data Analytics, All","Data Science, Data Analytics, All",offline
Graphics Horizon,Allenhouse Group of Institutions,https://unstop.com/hackathons/graphics-horizon-exuberance-25-allenhouse-group-of-institutions-1450010,2025-03-29T00:00:00+05:30,hackathons,expired,1,N/A,24352,"Coding Challenge, Engineering Students, Postgraduate, Undergraduate","Coding Challenge, Engineering Students, Postgraduate, Undergraduate",offline
Mind Installers Hackathon 3.O,"IIMT College Of Engineering (IIMT COE), Greater Noida",https://unstop.com/hackathons/mind-installers-hackathon-3o-iimt-college-of-engineering-iimt-coe-greater-noida-1454209,2025-03-31T00:00:00+05:30,hackathons,expired,1256,N/A,84636,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Ignitathon: An Ignitaverse Initiative,"RCC Institute of Information Technology (RCCIIT), Kolkata",https://unstop.com/hackathons/ignitathon-an-ignitaverse-initiative-ignitaverse-rcc-institute-of-information-technology-rcciit-kolkata-1452861,2025-03-31T00:00:00+05:30,hackathons,expired,815,N/A,89843,"Entrepreneurship, Presentation, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Entrepreneurship, Presentation, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackEra'25,Sathyabama Institute Of Science And Technology,https://unstop.com/hackathons/hackera25-sathyabama-institute-of-science-and-technology-1451131,2025-03-30T22:00:00+05:30,hackathons,expired,556,N/A,36349,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",offline
Hackathon,"Coimbatore Institute of Technology (CIT), Coimbatore",https://unstop.com/hackathons/hackathon-intellina-2k25-coimbatore-institute-of-technology-cit-coimbatore-1446900,2025-03-17T09:00:00+05:30,hackathons,expired,61,N/A,44260,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
4Hr Hackathon,BV RAJU INSTITUTE OF TECHNOLOGY NARSAPUR,https://unstop.com/hackathons/4hr-hackathon-bv-raju-institute-of-technology-narsapur-1453597,2025-03-31T00:00:00+05:30,hackathons,expired,329,N/A,41560,"Hackathon, Engineering Students, MBA Students, Undergraduate","Hackathon, Engineering Students, MBA Students, Undergraduate",offline
CodeHub,"Narasu's Sarathy Institute of Technology (NSIT), Tamil Nadu",https://unstop.com/hackathons/codehub-narasus-sarathy-institute-of-technology-nsit-tamil-nadu-1453211,2025-03-31T00:00:00+05:30,hackathons,expired,11,N/A,4312,"All, Coding Challenge","All, Coding Challenge",online
Figma Animation Challenge,"Indian Institute of Information Technology (IIIT), Lucknow",https://unstop.com/hackathons/figma-animation-challenge-indian-institute-of-information-technology-iiit-lucknow-1452638,2025-03-30T00:00:00+05:30,hackathons,expired,287,N/A,46107,"Designing, All","Designing, All",online
AppXcess - AI & Web3 Hacks,AppXcess Technologies,https://unstop.com/hackathons/appxcess-ai-web3-hacks-appxcess-technologies-1452340,2025-03-30T00:00:00+05:30,hackathons,expired,1573,N/A,70213,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Squash The Bug,University of Delhi ,https://unstop.com/hackathons/squash-the-bug-sankalan-2025-university-of-delhi-1448179,2025-03-27T00:00:00+05:30,hackathons,expired,286,N/A,45668,"College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
"Designathon 2025 – Innovate, Collaborate, Create",K.P.R Institute of Engineering and Technology,https://unstop.com/hackathons/designathon-2025-innovate-collaborate-create-kpr-institute-of-engineering-and-technology-1434976,2025-03-18T00:00:00+05:30,hackathons,expired,60,N/A,40715,"Designing, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Designing, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Quantum Hacks,New Horizon College Of Engineering,https://unstop.com/hackathons/quantum-hacks-quantumx-25-new-horizon-college-of-engineering-1436457,2025-03-01T00:00:00+05:30,hackathons,expired,6,N/A,4674,"Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students, College Festival","Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students, College Festival",offline
Machine Learning and Deep Learning Premier League,"Thiagarajar School of Management (TSM), Tamil Nadu",https://unstop.com/hackathons/machine-learning-and-deep-learning-premier-league-thiagarajar-school-of-management-tsm-tamil-nadu-1448048,2025-03-27T00:00:00+05:30,hackathons,expired,170,N/A,59989,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Analytics, Data Science, Case Study","Engineering Students, MBA Students, Undergraduate, Postgraduate, Data Analytics, Data Science, Case Study",online
HackIndia 2025: CBIT Hyderabad Regionals,"Chaitanya Bharathi Institute of Technology (CBIT), Hyderabad",https://unstop.com/hackathons/hackindia-2025-cbit-hyderabad-regionals-chaitanya-bharathi-institute-of-technology-cbit-hyderabad-1451106,2025-03-29T00:00:00+05:30,hackathons,expired,1190,N/A,62888,"Hackathon, Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate","Hackathon, Coding Challenge, Engineering Students, MBA Students, Postgraduate, Undergraduate",online
QubitX,Guru Tegh Bahadur Institute of Technology ,https://unstop.com/hackathons/qubitx-guru-tegh-bahadur-institute-of-technology-1449123,2025-03-28T00:00:00+05:30,hackathons,expired,173,N/A,40821,"Hackathon, Engineering Students, MBA Students, Postgraduate, Undergraduate, Workshops","Hackathon, Engineering Students, MBA Students, Postgraduate, Undergraduate, Workshops",offline
DevGathering 2K25,"Meerut Institute of Engineering and Technology, (MIET)",https://unstop.com/hackathons/devgathering-meerut-institute-of-engineering-and-technology-miet-1450940,2025-03-30T00:00:00+05:30,hackathons,expired,458,N/A,68501,"Workshops, Presentation, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Workshops, Presentation, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Synthack DSATM IEEE Hackathon 2025,"Dayananda Sagar Academy of Technology and Management (DSATM), Udaypura, Bengaluru",https://unstop.com/hackathons/synthack-dsatm-ieee-hackathon-2025-dayananda-sagar-academy-of-technology-and-management-dsatm-udaypura-bengal-1441523,2025-03-23T00:00:00+05:30,hackathons,expired,279,N/A,18762,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher",offline
ShlokaDecode: Decode & Develop,"Netaji Subhas University of Technology (NSUT), Delhi",https://unstop.com/hackathons/shlokadecode-decode-develop-avinya25-netaji-subhas-university-of-technology-nsut-delhi-1450047,2025-03-29T00:00:00+05:30,hackathons,expired,350,N/A,31905,"College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Blind Coding,Department of Computer Science Delhi University,https://unstop.com/hackathons/blind-coding-sankalan-2025-department-of-computer-science-delhi-university-1447422,2025-03-27T00:00:00+05:30,hackathons,expired,343,N/A,51786,"Coding Challenge, All","Coding Challenge, All",offline
Technov8,Dronacharya group of Institutions,https://unstop.com/hackathons/technov8-dronacharya-group-of-institutions-1449136,2025-03-28T00:00:00+05:30,hackathons,expired,193,N/A,17373,"Hackathon, Coding Challenge, All","Hackathon, Coding Challenge, All",online
Mini Hacks,"Manipal University (MU), Jaipur",https://unstop.com/hackathons/mini-hacks-evoque25-manipal-university-mu-jaipur-1448562,2025-03-28T00:00:00+05:30,hackathons,expired,22,N/A,11887,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Hackathon, College Festival, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Hackathon, College Festival, Coding Challenge",online
Chronoquest: The Cyber Relic Hunt,"BML Munjal University (BMU), Gurgaon",https://unstop.com/hackathons/chronoquest-the-cyber-relic-hunt-bml-munjal-university-bmu-gurgaon-1448307,2025-03-27T23:30:00+05:30,hackathons,expired,115,N/A,62829,"All, Coding Challenge, Conference, Panel Discussion, Hackathon, Data Science","All, Coding Challenge, Conference, Panel Discussion, Hackathon, Data Science",offline
Codrelate,"Coimbatore Institute of Technology (CIT), Coimbatore",https://unstop.com/hackathons/coderelate-coimbatore-institute-of-technology-cit-coimbatore-1449308,2025-03-28T18:00:00+05:30,hackathons,expired,474,N/A,38251,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Coding Hackathon,"Birla Institute of Technology & Science, Pilani Campus",https://unstop.com/hackathons/coding-hackathon-apogee-25-bits-pilani-revved-up-rhapsody-bits-1443630,2025-03-24T00:00:00+05:30,hackathons,expired,307,N/A,20693,"Coding Challenge, All","Coding Challenge, All",offline
Innovation Challenge: Atlas Copco,"Birla Institute of Technology & Science, Pilani Campus",https://unstop.com/hackathons/innovation-challenge-atlas-copco-apogee-25-bits-pilani-revved-up-rhapsody-bits-1449113,2025-03-28T00:00:00+05:30,hackathons,expired,229,N/A,55841,"College Festival, Others, Case Study, Finance, All","College Festival, Others, Case Study, Finance, All",online
Spit Blitz Cup,"Sardar Patel Institute of Technology (SPIT), Mumbai",https://unstop.com/hackathons/spit-blitz-cup-sardar-patel-institute-of-technology-spit-mumbai-1447912,2025-03-27T00:00:00+05:30,hackathons,expired,65,N/A,29971,"Coding Challenge, On Campus Quiz, Others, Engineering Students, Undergraduate","Coding Challenge, On Campus Quiz, Others, Engineering Students, Undergraduate",offline
Virtuovation-ARVR Hackathon,B.N.M Instiute Of Technology,https://unstop.com/hackathons/virtuovation-arvr-hackathon-bnm-instiute-of-technology-1448764,2025-03-28T00:00:00+05:30,hackathons,expired,217,N/A,70953,"Engineering Students, Undergraduate, Hackathon","Engineering Students, Undergraduate, Hackathon",offline
